Player,Team,Nation,Position,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
Chiedozie Ogbene,Ipswich Town,ie IRL,MF,27.0,5.0,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2.6,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,2.0,7.0,1.0,4.0,1.0,3.0,N/a,N/a,0.0
Chiquinho,Wolverhampton Wanderers,pt POR,MF,24.0,1.0,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,N/a,N/a,0.0
Chris Richards,Crystal Palace,us USA,DF,24.0,24.0,22,1922.0,21.4,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.05,0.0,0.05,0.05,0.05,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21.4,1.0,12.0,6.0,50.0,0.56,0.28,0.08,0.17,0.0,0.0,1.0,11.0,5.0,1.0,5.0,18.0,30.0,N/a,N/a,0.0
Chris Wood,Nottingham Forest,nz NZL,FW,32.0,36.0,35,2959.0,32.9,20.0,3.0,23.0,17.0,3.0,3.0,1.0,0.0,0.61,0.09,0.7,0.52,0.61,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.9,20.0,68.0,35.0,51.5,2.07,1.06,0.25,0.49,3.0,3.0,0.0,25.0,24.0,28.0,1.0,6.0,5.0,N/a,N/a,0.0
Christian Eriksen,Manchester United,dk DEN,MF,32.0,23.0,11,1061.0,11.8,1.0,2.0,3.0,0.0,1.0,1.0,4.0,0.0,0.08,0.17,0.25,0.0,0.17,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11.8,1.0,15.0,2.0,13.3,1.27,0.17,0.0,0.0,1.0,1.0,0.0,8.0,3.0,0.0,84.0,7.0,8.0,N/a,N/a,0.0
Christian Nørgaard,Brentford,dk DEN,MF,30.0,34.0,34,2819.0,31.3,5.0,4.0,9.0,5.0,0.0,0.0,8.0,1.0,0.16,0.13,0.29,0.16,0.29,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,31.3,5.0,39.0,16.0,41.0,1.25,0.51,0.13,0.31,0.0,0.0,0.0,44.0,28.0,1.0,18.0,46.0,47.0,N/a,N/a,0.0
Christian Walton,Ipswich Town,eng ENG,GK,28.0,7.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,2.71,37.0,20.0,54.1,1.0,1.0,5.0,1.0,14.3,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Christopher Nkunku,Chelsea,fr FRA,"MF,FW",26.0,27.0,9,921.0,10.2,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.29,0.2,0.49,0.29,0.49,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.2,3.0,25.0,12.0,48.0,2.44,1.17,0.12,0.25,0.0,0.0,0.0,16.0,11.0,3.0,6.0,7.0,8.0,N/a,N/a,0.0
Cieran Slicker,Ipswich Town,sct SCO,GK,21.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Claudio Echeverri,Manchester City,ar ARG,MF,18.0,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Coby Ebere,Everton,de GER,MF,18.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Cody Gakpo,Liverpool,nl NED,MF,25.0,35.0,23,1935.0,21.5,10.0,4.0,14.0,10.0,0.0,0.0,5.0,0.0,0.47,0.19,0.65,0.47,0.65,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21.5,10.0,57.0,23.0,40.4,2.65,1.07,0.18,0.43,0.0,0.0,0.0,20.0,31.0,5.0,73.0,12.0,17.0,N/a,N/a,0.0
Cole Palmer,Chelsea,eng ENG,MF,22.0,37.0,36,3191.0,35.5,15.0,8.0,23.0,11.0,4.0,5.0,7.0,0.0,0.42,0.23,0.65,0.31,0.54,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,35.5,15.0,126.0,51.0,40.5,3.55,1.44,0.09,0.22,4.0,5.0,0.0,15.0,60.0,7.0,145.0,10.0,18.0,N/a,N/a,0.0
Conor Bradley,Liverpool,nir NIR,DF,21.0,19.0,7,754.0,8.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.24,0.24,0.0,0.24,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8.4,0.0,10.0,3.0,30.0,1.19,0.36,0.0,0.0,0.0,0.0,0.0,12.0,14.0,1.0,7.0,3.0,10.0,N/a,N/a,0.0
Conor Chaplin,Ipswich Town,eng ENG,"MF,FW",27.0,22.0,10,857.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.21,0.11,0.21,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9.5,1.0,16.0,4.0,25.0,1.68,0.42,0.06,0.25,0.0,0.0,0.0,11.0,7.0,0.0,9.0,3.0,5.0,N/a,N/a,0.0
Conor Coady,Leicester City,eng ENG,DF,31.0,N/a,19,1714.0,19.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,22.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.0,1.0,2.0,2.0,100.0,0.11,0.11,0.5,0.5,0.0,0.0,0.0,8.0,3.0,1.0,0.0,12.0,9.0,N/a,N/a,0.0
Conor Townsend,Ipswich Town,eng ENG,DF,31.0,6.0,3,335.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.27,0.0,0.27,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3.7,0.0,1.0,0.0,0.0,0.27,0.0,0.0,N/a,0.0,0.0,0.0,2.0,4.0,0.0,12.0,5.0,7.0,N/a,N/a,0.0
Craig Dawson,Wolverhampton Wanderers,eng ENG,DF,34.0,15.0,10,971.0,10.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.8,0.0,5.0,1.0,20.0,0.46,0.09,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,0.0,10.0,4.0,N/a,N/a,2.0
Crysencio Summerville,West Ham United,nl NED,"MF,FW",22.0,19.0,7,786.0,8.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.23,0.11,0.23,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8.7,1.0,14.0,5.0,35.7,1.6,0.57,0.07,0.2,0.0,0.0,0.0,9.0,23.0,4.0,21.0,0.0,7.0,N/a,N/a,0.0
Curtis Jones,Liverpool,eng ENG,"MF,DF",23.0,33.0,19,1712.0,19.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,1.0,0.16,0.16,0.32,0.16,0.32,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.0,3.0,34.0,13.0,38.2,1.79,0.68,0.09,0.23,0.0,0.0,1.0,18.0,25.0,1.0,8.0,7.0,22.0,N/a,N/a,0.0
Daichi Kamada,Crystal Palace,jp JPN,MF,27.0,34.0,15,1564.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.4,0.0,20.0,4.0,20.0,1.15,0.23,0.0,0.0,0.0,0.0,0.0,28.0,21.0,2.0,32.0,18.0,29.0,N/a,N/a,0.0
Dan Burn,Newcastle United,eng ENG,DF,32.0,37.0,37,3330.0,37.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,0.03,0.03,0.05,0.03,0.05,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,37.0,1.0,22.0,6.0,27.3,0.59,0.16,0.05,0.17,0.0,0.0,0.0,34.0,12.0,5.0,3.0,27.0,25.0,N/a,N/a,2.0
Dango Ouattara,Bournemouth,bf BFA,"MF,FW",22.0,N/a,21,2005.0,22.3,7.0,4.0,11.0,7.0,0.0,0.0,3.0,0.0,0.31,0.18,0.49,0.31,0.49,32.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,22.3,7.0,62.0,20.0,32.3,2.78,0.9,0.11,0.35,0.0,0.0,0.0,16.0,19.0,13.0,88.0,11.0,26.0,N/a,N/a,0.0
Daniel Adu-Adjei,Bournemouth,eng ENG,FW,19.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Daniel Bentley,Wolverhampton Wanderers,eng ENG,GK,31.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,12.0,8.0,66.7,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,N/a,2.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Daniel Iversen,Leicester City,dk DEN,GK,27.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Daniel Jebbison,Bournemouth,ca CAN,FW,20.0,N/a,0,119.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.76,0.0,0.76,0.76,0.76,16.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.3,1.0,5.0,2.0,40.0,3.78,1.51,0.2,0.5,0.0,0.0,0.0,2.0,4.0,0.0,3.0,1.0,3.0,N/a,N/a,0.0
Daniel Muñoz,Crystal Palace,co COL,MF,28.0,37.0,37,3228.0,35.9,4.0,5.0,9.0,4.0,0.0,0.0,10.0,0.0,0.11,0.14,0.25,0.11,0.25,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,35.9,4.0,37.0,18.0,48.6,1.03,0.5,0.11,0.22,0.0,0.0,0.0,56.0,19.0,15.0,74.0,43.0,77.0,N/a,N/a,0.0
Daniel Podence,Wolverhampton Wanderers,pt POR,"FW,MF",28.0,2.0,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.5,0.0,1.0,0.0,0.0,1.87,0.0,0.0,N/a,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,N/a,N/a,0.0
Danilo,Nottingham Forest,br BRA,MF,23.0,8.0,5,275.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,3.0,N/a,N/a,0.0
Danny Ings,West Ham United,eng ENG,FW,32.0,15.0,1,284.0,3.2,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.32,0.63,0.95,0.32,0.95,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3.2,1.0,14.0,5.0,35.7,4.44,1.58,0.07,0.2,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,N/a,N/a,0.0
Danny Ward,Leicester City,wls WAL,GK,31.0,N/a,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,10.0,4.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,1.5,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Danny Welbeck,Brighton & Hove Albion,eng ENG,FW,33.0,30.0,24,2115.0,23.5,10.0,4.0,14.0,9.0,1.0,1.0,5.0,0.0,0.43,0.17,0.6,0.38,0.55,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,23.5,10.0,60.0,24.0,40.0,2.55,1.02,0.15,0.38,1.0,1.0,0.0,11.0,23.0,4.0,3.0,5.0,16.0,N/a,N/a,0.0
Dara O'Shea,Ipswich Town,ie IRL,DF,25.0,35.0,35,3122.0,34.7,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.7,0.0,22.0,2.0,9.1,0.63,0.06,0.0,0.0,0.0,0.0,0.0,21.0,25.0,3.0,8.0,33.0,30.0,N/a,N/a,0.0
Darwin Núñez,Liverpool,uy URU,FW,25.0,30.0,8,1133.0,12.6,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,0.4,0.16,0.56,0.4,0.56,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.6,5.0,34.0,13.0,38.2,2.7,1.03,0.15,0.38,0.0,0.0,0.0,27.0,14.0,12.0,3.0,4.0,18.0,N/a,N/a,0.0
David Brooks,Bournemouth,wls WAL,MF,27.0,N/a,9,960.0,10.7,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.19,0.0,0.19,0.19,0.19,29.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.7,2.0,25.0,12.0,48.0,2.34,1.13,0.08,0.17,0.0,0.0,0.0,11.0,18.0,0.0,51.0,5.0,6.0,N/a,N/a,0.0
David Raya,Arsenal,es ESP,GK,28.0,38.0,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,34.0,0.89,117.0,86.0,73.5,20.0,14.0,4.0,13.0,34.2,3.0,3.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Dean Henderson,Crystal Palace,eng ENG,GK,27.0,38.0,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,51.0,1.34,152.0,102.0,67.1,13.0,14.0,11.0,11.0,28.9,2.0,1.0,1.0,0.0,50.0,38.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,N/a,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,N/a,N/a,0.0
Dean Huijsen,Bournemouth,es ESP,DF,19.0,N/a,26,2427.0,27.0,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,0.11,0.07,0.19,0.11,0.19,32.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27.0,3.0,18.0,4.0,22.2,0.67,0.15,0.17,0.75,0.0,0.0,0.0,31.0,10.0,2.0,13.0,48.0,27.0,N/a,N/a,0.0
Declan Rice,Arsenal,eng ENG,MF,25.0,35.0,33,2825.0,31.4,4.0,7.0,11.0,4.0,0.0,0.0,7.0,1.0,0.13,0.22,0.35,0.13,0.35,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,31.4,4.0,48.0,15.0,31.3,1.53,0.48,0.08,0.27,0.0,0.0,1.0,21.0,16.0,2.0,161.0,27.0,23.0,N/a,N/a,0.0
Dermot Mee,Manchester United,nir NIR,GK,21.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Diego Carlos,Aston Villa,br BRA,DF,31.0,N/a,8,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,9.2,0.0,4.0,1.0,25.0,0.43,0.11,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,5.0,2.0,N/a,N/a,0.0
Diego Gómez,Brighton & Hove Albion,py PAR,MF,21.0,16.0,4,516.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5.7,1.0,9.0,3.0,33.3,1.57,0.52,0.11,0.33,0.0,0.0,0.0,8.0,3.0,1.0,11.0,7.0,13.0,N/a,N/a,0.0
Diogo Dalot,Manchester United,pt POR,"MF,DF",25.0,33.0,31,2814.0,31.3,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,31.3,0.0,24.0,5.0,20.8,0.77,0.16,0.0,0.0,0.0,0.0,0.0,40.0,9.0,4.0,64.0,35.0,38.0,N/a,N/a,0.0
Diogo Jota,Liverpool,pt POR,FW,27.0,26.0,14,1196.0,13.3,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,0.45,0.23,0.68,0.45,0.68,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13.3,6.0,51.0,13.0,25.5,3.84,0.98,0.12,0.46,0.0,0.0,0.0,23.0,14.0,1.0,8.0,8.0,9.0,N/a,N/a,0.0
Divin Mubama,Manchester City,eng ENG,FW,19.0,1.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.3,0.0,1.0,0.0,0.0,3.21,0.0,0.0,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Dominic Calvert-Lewin,Everton,eng ENG,FW,27.0,N/a,19,1609.0,17.9,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.17,0.06,0.22,0.17,0.22,26.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.9,3.0,50.0,20.0,40.0,2.8,1.12,0.06,0.15,0.0,0.0,0.0,27.0,23.0,27.0,6.0,7.0,7.0,N/a,N/a,0.0
Dominic Sadi,Bournemouth,eng ENG,MF,20.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Dominik Szoboszlai,Liverpool,hu HUN,MF,23.0,36.0,29,2491.0,27.7,6.0,6.0,12.0,6.0,0.0,0.0,6.0,0.0,0.22,0.22,0.43,0.22,0.43,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,27.7,6.0,67.0,23.0,34.3,2.42,0.83,0.09,0.26,0.0,0.0,0.0,44.0,24.0,4.0,40.0,9.0,23.0,N/a,N/a,0.0
Donyell Malen,Aston Villa,nl NED,MF,25.0,N/a,2,305.0,3.4,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.89,0.0,0.89,0.89,0.89,14.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3.4,3.0,15.0,9.0,60.0,4.43,2.66,0.2,0.33,0.0,0.0,0.0,1.0,5.0,2.0,8.0,0.0,4.0,N/a,N/a,0.0
Dwight McNeil,Everton,eng ENG,MF,24.0,N/a,15,1371.0,15.2,4.0,6.0,10.0,4.0,0.0,0.0,1.0,0.0,0.26,0.39,0.66,0.26,0.66,21.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.2,4.0,24.0,10.0,41.7,1.58,0.66,0.17,0.4,0.0,0.0,0.0,6.0,18.0,1.0,104.0,6.0,8.0,N/a,N/a,0.0
Eberechi Eze,Crystal Palace,eng ENG,MF,26.0,34.0,31,2588.0,28.8,8.0,8.0,16.0,7.0,1.0,2.0,1.0,0.0,0.28,0.28,0.56,0.24,0.52,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,28.8,8.0,102.0,29.0,28.4,3.55,1.01,0.07,0.24,1.0,2.0,0.0,13.0,51.0,9.0,110.0,10.0,21.0,N/a,N/a,0.0
Eddie Nketiah,Arsenal,eng ENG,FW,25.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Eddie Nketiah,Crystal Palace,eng ENG,"FW,MF",25.0,29.0,9,1034.0,11.5,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,0.26,0.09,0.35,0.26,0.35,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,11.5,3.0,43.0,16.0,37.2,3.74,1.39,0.07,0.19,0.0,0.0,1.0,31.0,29.0,5.0,5.0,2.0,8.0,N/a,N/a,0.0
Ederson,Manchester City,br BRA,GK,30.0,26.0,26,2320.0,25.8,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.16,0.16,0.0,0.16,26.0,26.0,1.01,78.0,54.0,69.2,16.0,4.0,6.0,10.0,38.5,2.0,2.0,0.0,0.0,0.0,25.8,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,N/a,N/a,0.0
